,Program_Description,Function_Description,Fund_Description,Location_Description,total_budget,total_fte,num_records
2268,Undistributed,Instructional Leadership,General Fund,English,298320.943752008,3.75,15
2269,Undistributed,Instructional Leadership,General Fund,Health Services,1.22,0.0,3
2270,Undistributed,Instructional Leadership,General Fund,Math,137652.96902495998,1.0,12
2271,Undistributed,Instructional Leadership,General Fund,Performing Arts ,129018.86125363299,1.0,12
2272,Undistributed,Instructional Leadership,General Fund,Physical Education,122630.98347769301,1.0,10
2273,Undistributed,Instructional Leadership,General Fund,Response to Intervention,5539.82,0.0,3
2274,Undistributed,Instructional Leadership,General Fund,Science and Health,200271.383131823,2.0,14
2275,Undistributed,Instructional Leadership,General Fund,Science/Health Res Ctr,70274.8934992,2.0,3
2276,Undistributed,Instructional Leadership,General Fund,Second Languages/Journalism,96361.87086626199,1.0,11
2277,Undistributed,Instructional Leadership,General Fund,Secondary Blue Print and High School Redesign Office,2631.4160486799997,0.0,2
2278,Undistributed,Instructional Leadership,General Fund,Social Emotional Learning,51237.65087845,0.6,8
2279,Undistributed,Instructional Leadership,General Fund,Social Studies,232358.96561455002,2.75,19
2280,Undistributed,Instructional Leadership,General Fund,Special Education,524.0708565230001,0.0,1
2281,Undistributed,Instructional Leadership,General Fund,Special Programs,62600.99756078999,1.0,12
2282,Undistributed,Instructional Leadership,General Fund,State/Federal Compliance & Accountability,347966.36018332397,4.552,28
2283,Undistributed,Instructional Leadership,General Fund,Substitute,16385.9167664,0.0,1
2284,Undistributed,Instructional Leadership,General Fund,Undistributed Organization,422837.02,0.0,1
2285,Undistributed,Instructional Leadership,General Fund,Visual Arts,96216.20717920498,1.0,13
2286,Undistributed,Instructional Leadership,General Fund,Work Projects,10124.2,0.0,1
2287,Undistributed,Instructional Leadership,General Fund,,173900.13583537,2.0,16
2288,Undistributed,Instructional Leadership,General Operating Fund,School ,5433.77,0.0,3
2289,Undistributed,Instructional Leadership,General Operating Fund,Unallocated,256970.43,0.0,106
2290,Undistributed,Instructional Leadership,General Operating Fund,Undistributed,2961017.9334040377,39.96,97
2291,Undistributed,Instructional Leadership,Locally Funded Special Revenue Funds,Unallocated,-65.74000000000001,0.0,2
2292,Undistributed,Instructional Leadership,Locally Funded Special Revenue Funds,Undistributed,206719.42,0.0,1
2293,Undistributed,Instructional Leadership,Support for Homeless Education,Administration - No Description Provided,464.5,0.0,2
2294,Undistributed,Instructional Leadership,Support for Homeless Education,Unallocated,1070.8,0.0,1
2295,Undistributed,Instructional Leadership,Support for Homeless Education,Undistributed,601.55,0.0,2
2296,Undistributed,Instructional Leadership,Title IV- Safe & Drug Free,Educator Quality ,547901.7970099,7.0,7
2297,Undistributed,Other,American Indian Educ. Proj.,"School, Family and Community Education",2475.8100000000004,0.0,2
2298,Undistributed,Other,Athletics,School ,2076.75505707,0.0,2
2299,Undistributed,Other,Campus Activity Funds,School ,1854213.3226167283,0.0,937
2300,Undistributed,Other,Campus Police,District Police,364331.7468585,5.0,6
2301,Undistributed,Other,Capital Projects Fund,School ,5364153.734897744,0.0,59
2302,Undistributed,Other,Capital Projects Fund,Unallocated,10668593.61756964,2.02,131
2303,Undistributed,Other,Capital Projects Fund,Undistributed,0.35,0.0,1
2304,Undistributed,Other,Commercial  Bond Program,Information System Administration,118800.01,2.0,4
2305,Undistributed,Other,Debt Service Fund,Finance- Debt Payments,102744113.77,0.0,3
2306,Undistributed,Other,Debt Service Fund,Undistributed,37032714.11000001,0.0,18
2307,Undistributed,Other,Enterprise Funds,Unallocated,173958.479932871,1.1,97
2308,Undistributed,Other,General Agency Fund,Unallocated,26407.8213657421,0.0,58
2309,Undistributed,Other,General Fund,ABD,2892.61405849,0.0,2
2310,Undistributed,Other,General Fund,Accountability,745469.6810101051,10.36,35
2311,Undistributed,Other,General Fund,Assoc Superintendent-High Schools,0.09,0.0,1
2312,Undistributed,Other,General Fund,Athletics-External ,524.3208565230001,0.0,1
2313,Undistributed,Other,General Fund,Board of Trustees,902114.6866342,1.0,16
2314,Undistributed,Other,General Fund,Budget,490134.17751701997,6.0,16
2315,Undistributed,Other,General Fund,Cable TV,548384.905682613,4.0,25
2316,Undistributed,Other,General Fund,Chief Financial Officer,309792.354905808,2.0,18
2317,Undistributed,Other,General Fund,Communication Services,1197.92,0.0,1
2318,Undistributed,Other,General Fund,Community Education-After School Program,1959.38,0.0,1
2319,Undistributed,Other,General Fund,Construction Management,1606656.06,0.0,26
2320,Undistributed,Other,General Fund,District Police,3505342.019402069,45.0,94
2321,Undistributed,Other,General Fund,Educational Technology,524.380856523,0.0,2
2322,Undistributed,Other,General Fund,Educator Quality ,0.24,0.0,1
2323,Undistributed,Other,General Fund,Elementary Music,105573.06752853999,0.0,15
2324,Undistributed,Other,General Fund,Finance,2974400.624405735,43.5,62
2325,Undistributed,Other,General Fund,Finance- Debt Payments,877563.98,0.0,4
2326,Undistributed,Other,General Fund,Health Services,3033292.47816899,10.75,28
2327,Undistributed,Other,General Fund,Human Resources,3905174.5156608527,41.0,105
2328,Undistributed,Other,General Fund,Human Resources and Information Systems,279861.561555245,2.0,9
2329,Undistributed,Other,General Fund,Information System Administration,5250198.707446311,11.0,37
2330,Undistributed,Other,General Fund,Internal Audit,392942.632235102,5.0,18
2331,Undistributed,Other,General Fund,Learning Support Services,73562.54206999,1.0,5
2332,Undistributed,Other,General Fund,Legal Services,937498.215396083,4.0,27
2333,Undistributed,Other,General Fund,Library Media Center,1571187.5100665297,12.0,38
2334,Undistributed,Other,General Fund,Mail Room,293627.75686872,3.0,8
2335,Undistributed,Other,General Fund,Management Info System,6401106.899375903,46.0,104
2336,Undistributed,Other,General Fund,Network Support,8391362.35755814,66.0,201
2337,Undistributed,Other,General Fund,Office of Innovation and Development,640071.870976268,4.5,24
2338,Undistributed,Other,General Fund,Office of Planning and Community Relations,1518369.153404777,11.7,52
2339,Undistributed,Other,General Fund,Performing Arts ,231940.63,0.0,11
2340,Undistributed,Other,General Fund,Primary Center,61634.62229079999,1.0,4
2341,Undistributed,Other,General Fund,Purchasing,760065.21706121,11.0,26
2342,Undistributed,Other,General Fund,School ,13659764.81503499,203.488,1133
2343,Undistributed,Other,General Fund,"School, Family and Community Education",0.91,0.0,2
2344,Undistributed,Other,General Fund,Science and Health,21800.82,0.0,3
2345,Undistributed,Other,General Fund,Science/Health Res Ctr,583183.5053435451,5.0,20
2346,Undistributed,Other,General Fund,Second Languages/Journalism,6100.71,0.0,5
2347,Undistributed,Other,General Fund,Secondary Alternative Learning Center,213315.214219044,5.0,11
2348,Undistributed,Other,General Fund,Social Studies,6651.9,0.0,3
2349,Undistributed,Other,General Fund,Strategic Compensation Initiative,159420.64850840002,0.5,11
2350,Undistributed,Other,General Fund,Student Services,605128.83703907,9.0,32
2351,Undistributed,Other,General Fund,Substitute,65545.6970654,0.0,1
2352,Undistributed,Other,General Fund,Superintendent,1145976.533643768,7.0,29
2353,Undistributed,Other,General Fund,Tax Collections,4164660.19,0.0,2
2354,Undistributed,Other,General Fund,Trans Center,1048.261713046,0.0,2
2355,Undistributed,Other,General Fund,Transportation Office,13663183.542144028,260.4867,341
2356,Undistributed,Other,General Fund,Undistributed Organization,114999809.64999999,0.0,7
2357,Undistributed,Other,General Fund,Visual Arts,11271.83,0.0,6
2358,Undistributed,Other,General Fund,,743992.36126872,1.0,5
2359,Undistributed,Other,General Operating Fund,Administration - No Description Provided,14750941.594205253,113.82,577
2360,Undistributed,Other,General Operating Fund,Legal Department - Tax Collection Division,4476102.867404554,16.52,55
2361,Undistributed,Other,General Operating Fund,School ,30559066.476125967,644.7700000000001,3163
2362,Undistributed,Other,General Operating Fund,School Board,18712.3,0.0,6
2363,Undistributed,Other,General Operating Fund,Superintendent,553118.6317392,3.0,18
2364,Undistributed,Other,General Operating Fund,Unallocated,36574129.68199374,18.8,4196
2365,Undistributed,Other,General Operating Fund,Undistributed,38710303.13457805,697.8800000000001,2862
2366,Undistributed,Other,Health Self-Insurance Fund,Health Services,70416.1282157,1.0,1
2367,Undistributed,Other,Locally Funded Special Revenue Funds,Administration - No Description Provided,16214.45,0.0,5
2368,Undistributed,Other,Locally Funded Special Revenue Funds,School ,11733.09,0.0,6
2369,Undistributed,Other,Locally Funded Special Revenue Funds,Unallocated,11681.14,0.0,4
2370,Undistributed,Other,Lower Strands Prj.,Unallocated,47609.840000000004,0.0,5
2371,Undistributed,Other,Medicaid,Medicaid,302925.2392379,4.0,13
2372,Undistributed,Other,Medicaid Administrative Claiming Program,School ,285686.0878257929,4.0,32
2373,Undistributed,Other,Nat'l Schl Breakfast & Lunch Prog.,Early Childhood Center,119811.72754230001,2.9375,12
2374,Undistributed,Other,Nat'l Schl Breakfast & Lunch Prog.,Elementary (Pre-K),215853.24144040002,3.375,12
2375,Undistributed,Other,Nat'l Schl Breakfast & Lunch Prog.,Food Service,6598634.8663333,32.1001,203
2376,Undistributed,Other,Nat'l Schl Breakfast & Lunch Prog.,Independence,64503.4519639,1.1455,10
2377,Undistributed,Other,Nat'l Schl Breakfast & Lunch Prog.,Prekindergarten Demonstration School,190314.2511544,3.625,11
2378,Undistributed,Other,Nat'l Schl Breakfast & Lunch Prog.,School ,29018974.0646523,533.834,1581
2379,Undistributed,Other,Nat'l Schl Breakfast & Lunch Prog.,Secondary Alternative Learning Center,113386.2817154,1.958,9
2380,Undistributed,Other,Nat'l Schl Breakfast & Lunch Prog.,,175803.0602342,3.09375,12
2381,Undistributed,Other,National School Breakfast And Lunch Program,School ,33113826.328936405,515.93,2775
2382,Undistributed,Other,National School Breakfast And Lunch Program,Unallocated,-341.94,0.0,1
2383,Undistributed,Other,National School Breakfast And Lunch Program,Undistributed,6031364.675042857,61.3,796
2384,Undistributed,Other,Other State Grants,School ,159.74,0.0,11
2385,Undistributed,Other,Print Shop and Reproduction,ABD,44679.3938357,1.0,1
2386,Undistributed,Other,Print Shop and Reproduction,Print Shop,199751.0412628,4.0,4
2387,Undistributed,Other,Student Activity Account,School ,75868.4595897,1.712,17
2388,Undistributed,Other,Student Activity Fund,School ,18691.6462896811,0.0,76
2389,Undistributed,Other,Summer Feeding Program,Food Service,364565.77,0.0,3
2390,Undistributed,Other,Support for Homeless Education,Undistributed,8735.91,0.0,2
2391,Undistributed,Other,Title Iv Part B  Century Community Learning Ce,Administration - No Description Provided,69357.034766479,0.5700000000000001,11
2392,Undistributed,Other,Title Iv Part B  Century Community Learning Ce,School ,400277.2394557233,1.5,321
2393,Undistributed,Other,Title Iv Part B  Century Community Learning Ce,Summer School,38643.803405333,0.0,35
2394,Undistributed,Other,Workers Comp Self Insurance,Insurance and Risk Management,144850.5670314,2.0,3
2395,Undistributed,Other,,Finance,32851.5400378,0.5,1
2396,Undistributed,Plant Maintenance & Operations,Child Care Program,School ,41720.0268778,0.95,2
2397,Undistributed,Plant Maintenance & Operations,Commercial  Bond Program,Construction Management,1438139.63524,21.3,24
2398,Undistributed,Plant Maintenance & Operations,Commercial Paper,Construction Management,480.37,0.0,1
2399,Undistributed,Plant Maintenance & Operations,General Fund,ABD,156493.1916597,3.0,8
2400,Undistributed,Plant Maintenance & Operations,General Fund,Activity Center,134376.09,0.0,3
2401,Undistributed,Plant Maintenance & Operations,General Fund,Administration Building,665819.0679861,7.0,16
2402,Undistributed,Plant Maintenance & Operations,General Fund,Annex,71256.7260885,1.0,4
2403,Undistributed,Plant Maintenance & Operations,General Fund,Assoc Superintendent-High Schools,286491.542767664,0.0,2
2404,Undistributed,Plant Maintenance & Operations,General Fund,Athletic Complex,202259.37,0.0,5
2405,Undistributed,Plant Maintenance & Operations,General Fund,Athletics-External ,667936.891557846,13.0,17
2406,Undistributed,Plant Maintenance & Operations,General Fund,Building,371042.012851,4.0,14
2407,Undistributed,Plant Maintenance & Operations,General Fund,Center,178397.17389510002,2.0,7
2408,Undistributed,Plant Maintenance & Operations,General Fund,Central Warehouse,1653134.1456007,33.0,47
2409,Undistributed,Plant Maintenance & Operations,General Fund,Chief Operations Officer,359921.24387130496,3.0,18
2410,Undistributed,Plant Maintenance & Operations,General Fund,Community Education-After School Program,18199.671395200003,0.0,1
2411,Undistributed,Plant Maintenance & Operations,General Fund,Construction Management,12617245.65,16.0,92
2412,Undistributed,Plant Maintenance & Operations,General Fund,District Police,723376.96,0.0,1
